Unlabeled Text,ID,Section,Beni,Me,Vaibhav,Sodiq,Michael,User 6,User 7 ,User 8,Mode,Agreement,,,Fleiss's Kappa ,
"Good morning, sir. I am representing Captain Heist, who was called away on urgent business. He offers his apologies, and given me full authority to act in his stead.",3G5F9DBFOPX0UVBMAVBY3RT0AJLHVC,2,1,1,1,,,,,,1,1,3,,,
"Unfortunately, Captain Heist could not make it today so I will be stepping in on his behalf in his absence and have full authority to do what needs to be done so rest assured.",3I3WADAZ9Q4TOIIU8HOBJ2W29H2O55,2,1,1,2,,,,,,1,0.3333333333,3,,,
"Hi, my commander Captain Heist cannot make the meeting. I will be leading in his absence.",3IHR8NYAM71TDZQV9CIG3AVEJQA4P4,2,1,2,2,,,,,,2,0.3333333333,3,,,
Captain Heist could not make it. I am here and will be leading in his absence.,3JJVG1YBEBX95OTL4CJPDIW32IPB5U,2,2,1,2,,,,,,2,0.3333333333,3,,,
"I'm sorry, but Captain Heist couldn't make it. I'll be leading in his absence.",3JNQLM5FT4MTJ0WAD66LTEPWU21L2F,2,1,1,2,,,,,,1,0.3333333333,3,,,
Captain Heist couldn't make it. I will be speaking on this behalf.,3LPW2N6LKT2O1N2R430KI8ORR3L5UU,2,3,1,2,,,,,,#N/A,-0.1666666667,3,,,
Captain Heist could not make it and i will be leading in his absence,3LS2AMNW5FQIH41SS9CEHDRT5DROQK,2,2,1,2,,,,,,2,0.3333333333,3,,,
I have to report that Captain Heist could not make it. I will be leading this operation and I look forward to working with you.,3MMN5BL1WZ42A0AEHIL5C19D0LZM31,2,1,1,2,,,,,,1,0.3333333333,3,,,
"Hello Commander, Captain Heist could not make it today, he specifically asked for me to lead in his absence. I sincerelly apologize for any inconvinence this brings you.",3ND9UOO81K2FVGUHRQVSHL5LY93WLF,2,1,1,1,,,,,,1,1,3,,,
"You have my sincerest apologies that Captain Heist could not make it, he was called away on urgent business. I assure you I am authorized to lead and will be doing so until the Captain is available.",3OF2M9AATGO855H4HD3Y1PMOQBVKZJ,2,1,1,1,,,,,,1,1,3,,,
I have more intel on this situaiton so I will be leading this mission,3OS4RQUCR9F17LMAAOWYZUNGRCVFB9,2,2,2,3,,,,,,2,0.1666666667,3,,,
"Hello Sir! I am (state name and rank here) I will be stepping in for Captian Heist due to person issues that he had to attend to. I am very sorry if this caused any inconvenience, I am fully capable of handling the business we have and will not let you down!",3P1L2B7AD1P7Q7LF044I0RSZV70LOO,2,1,1,e,,,,,,1,0.1666666667,3,,,
I am sorry Captain Heist could not be present. I will be leading in his absence until his arrival.,3PEIJLRY6TTAVAB659YGSF085IAXWZ,2,1,1,2,,,,,,1,0.3333333333,3,,,
"Sir, it's an honor to work with you. Captain Heist has full confidence in my abilities, he would not have sent me in his absence if this weren't true.",3QHK8ZVMIMIN7DW6WZZWU7S0O8EBL7,2,2,2,3,,,,,,2,0.1666666667,3,,,
"Captain Heist is unavailable right now. However, it should not be a problem because I will be taking command in his absence.",3QJOXOW4XJR5KYQB6221VSDARAIEMD,2,1,1,2,,,,,,1,0.3333333333,3,,,
captain Heist could not make it and he provided me everything to lead this task,3R6P78PK7KB7H7CMLUT1H9TEYYYGT2,2,1,1,2,,,,,,1,0.3333333333,3,,,
captain heist is not able to attend. i will be in charge during his absence.,3S4AW7T80BI3MEBXHKP9MTMUEG04LX,2,1,1,2,,,,,,1,0.3333333333,3,,,
"Captain Heist is unavailable at this time, I will be leading the discussion in his place.",3TEM0PF1Q5X3PE54L24JRDOCOVFD07,2,1,1,2,,,,,,1,0.3333333333,3,,,
Captain Heist had something come up at the last minute and asked me to take the lead in this.,3TXD01ZLD4H654YRQYHADGIDR7V4UT,2,1,1,1,,,,,,1,1,3,,,
The captain is not present today he will come tomorrow. Until I will lead my team.,3URFVVM165IM81MGBR707CVMS24UZ1,2,e,e,2,,,,,,#N/A,-0.3333333333,3,,,
Captain Heist could not make this meeting so he sent me on his behalf.  I will be in command until he returns.,3V5Q80FXIXRC3W6L702LXSVFUGI32R,2,1,1,2,,,,,,1,0.3333333333,3,,,
Captain Heist sends his regrets that he is unable to attend this meeting today. He has briefed me on the topic and I will keep him informed of the information we discuss.,3VJ40NV2QINV9KTK9D69MI2GPKOTO1,2,1,1,2,,,,,,1,0.3333333333,3,,,
I apologize for Captain Heist absence.  I'm more than capable to take the lead.,3WOKGM4L71GUTBWTBBIZ270BS9T0OY,2,2,2,2,,,,,,2,1,3,,,
I am sorry but Captain Heist is away performing other duties so in his stead I will be taking command.,3YMTUJH0DSGR5RJ2QTR08KWB8TLT4O,2,1,1,1,,,,,,1,1,3,,,
Please be assured that my commander has provided me with all the important details of the issues we will be discussing.,3YWRV122CSZ7O5LT217NUSYITTXU8W,2,3,3,2,,,,,,3,-0.3333333333,3,,,
"Greetings, Captain. Captain Heist could not make it due to another very important matter, but not to worry I will be leading in his absence.",3Z7EFSHGN9E1HC51OIYFGLT5D2WCX9,2,1,1,1,,,,,,1,1,3,,,
"The commander could not make it today. However he trusts me, and wants me to inform you that I will be leading in his absence.",3ZOTGHDK5IBUUKG5KD1JCD6UN1EOSB,2,1,1,2,,,,,,1,0.3333333333,3,,,
"He is attending to other matters, but he sent his best replacement",3ZY8KE4ISJ3D7OAPTLYSC5L116KQVK,2,?,2,2,,,,,,2,0.1666666667,3,,,
I don't have that information sorry,31LVTDXBL7AANKDVSWLMUMX46UKRL3,3,,3,3,,3,,,,3,-0.5,3,,,
Our commander is stuck somewhere so he is not able to make it today.,31T4R4OBOSG72XZA65UHMMGHB9B7C3,3,,2,2,,1,,,,2,0.3333333333,3,,,
"Captain, I am authorized with full authority to provide resources and support for this operation, which can and will be verified by our respective higher commands",324G5B4FB38N854UUP1XRLEG2KK70G,3,,3,3,,3,,,,3,-0.5,3,,,
I would like to discuss important business now. I will have my commander speak with you later.,32SVAV9L3F918Z1PKFV03AED6473AV,3,,3,2,,2,,,,2,0.1666666667,3,,,
"Hello commander, I am really sorry that my commander could not make it to this meeting as he was called upon on some other critical business.",33JKGHPFYCU9E43OZ15KLF7J52NNMF,3,,1,1,,2,,,,1,0.3333333333,3,,,
I am here to discuss business.,33PPO7FECVFEW9MKPSTPXHO8AP7DID,3,,3,3,,3,,,,3,-0.5,3,,,
Our commander sends his regards as he is currently indisposed at the moment.,354GIDR5ZB69QU4A9QGOC64TU66001,3,,2,2,,2,,,,2,1,3,,,
"I'm sorry, he was delayed at the airport. Is there something I can help you with?",36H9ULYP62U7P4KMYG9FXI6TZH6FJW,3,,1,1,,1,,,,1,1,3,,,
Just say you don't know so that you don't give any information to compromise operations,36TFCYNS44ASYKGHAACGRCQLQU4XH6,3,,e,e,,e,,,,#N/A,-0.5,3,,,
"Capt. the information I know right now is the only information I can give, Sir.",37U1UTWH9VMF8DTCY7CIPHBYMUQ8R3,3,,3,2,,e,,,,#N/A,-0.3333333333,3,,,
Thank you for the feedback.  My commander ordered me to meet with you.  How can we proceed?,37WLF8U1WPQ6HVXTF86N4RTTL7YK6S,3,,3,2,,e,,,,#N/A,-0.3333333333,3,,,
"Sir, my commander was unavoidably detained at the last minute and sends his sincerest apologies. I was sent in his absence so, if you agree, may we proceed?",39GHHAVOMFRXRONXEZDW6E92ARSJ47,3,,1,1,,1,,,,1,1,3,,,
Our commander had something important come up and delegated this to me,39U1BHVTDLR6NV0YQFMHYF45UTTT37,3,,2,1,,2,,,,2,0.3333333333,3,,,
"I'm the Officer in Charge that was assigned to this mission. My commander gave me responsibility for this mission and passed his leadership to me because he believes that I can handle this mission. I know this isn't what you expected, but trust me, I will do the best that I can so that both of our countries can work together to succeed in the mission.",3A0EX8ZRN8O77C35FEOMOFUWXNMYBQ,3,,3,2,,1,,,,#N/A,-0.1666666667,3,,,
I have more intel on this mission and we didn't want to waste your time.,3A9AA95ATWMB9IUVNH1Q821SJMW5P1,3,,3,3,,e,,,,3,-0.5,3,,,
my commander has another duty that he must complete right now.,3C5W7UE9CFQEQYHS17STJHYH7GUMXV,3,,2,1,1,,,,,1,0.3333333333,3,,,
"I apologize that my commander could not make it, but I assure you that I am fully authorized to conduct this important business and will do so with respect.",3DIP6YHAPCSQZ9O7C1SIQACF75S8EI,3,,2,2,2,,,,,2,1,3,,,
He will be soon,3FDJT1UU748AYRXFAPWICLFTPCVK5K,3,,3,2,3,,,,,3,-0.3333333333,3,,,
My commander sends his regards that he was unable to be present today.  He regrets not being able to attend.  He has sent me in his place to report directly back to him.,3FTOP5WARFOGS05WVYQUUBJPTFGJ0V,3,,1,2,2,,,,,2,0.3333333333,3,,,
"I understand you expected to see my commander, but unfortunately he had prearranged business to take care of, but rest assured nothing will affect our commitment to this mission.",3GU1KF0O4I1DYYB4ORS3BO1KTILBPB,3,,1,1,2,,,,,1,0.3333333333,3,,,
My commander couldn't make it due to unexpected business.,3HL8HNGX451IJS7DC4I28OSQ3CPF9W,3,,2,1,2,,,,,2,0.3333333333,3,,,
My commander will be here later. For the time being I am in charge.,3IO1LGZLK9XMMUVS6J9KEMK2Q7C683,3,,2,2,3,,,,,2,0.1666666667,3,,,
Good Afternoon Sir my commander sent me with is highest confidence that I can help us advance our business.,3J88R45B2GYKB1E5TNKL0LSCCK2XPX,3,,3,2,3,,,,,3,-0.3333333333,3,,,
Hello Sir! I am (state name and rank) I apologize for any inconvenience you may have with the commanders absence he has very important personal business he had to attend to and couldn't be her but i will be stepping in for our business today and am fully capable of doing so.,3JWH6J9I9SDDVDZR8CFB7ZWPT3HBNC,3,,1,e,1,,,,,1,0.1666666667,3,,,
It's classified.,3KWTYT08703LIXFXVP8JRLS8ECT5L1,3,,3,3,3,,,,,3,-0.5,3,,,
"The commander personally entrusted me to lead this dialogue. I assure you that my experience in the field warrants such responsiblity, and that no final decision regarding this negotiation will be made without the direct approval of my superior(s).",3KXIR214I4GXLSPP7E747XNL8GD42C,3,,3,2,3,,,,,3,-0.3333333333,3,,,
I have been sent on his behalf to discus this business.,3KYQYYSHYV7OSVXNNN6UHEKUMY6DO8,3,,3,2,3,,,,,3,-0.3333333333,3,,,
My commander uses me as his point man for these things and will be joining us if we have any issues we can't resolve.,3M23Y66PO2745EA1KHFPVDK321FS6L,3,,3,1,3,,,,,3,-0.3333333333,3,,,
"The commander could not make it today because he has other pressing issues. He apologizes and wants me to let you know that he trusts me with all operations, however if you would like to meet with a higher ranked officer, you can another time.",3MB8LZR5BFTO0G002CCPTABQB2WLKA,3,,1,1,1,,,,,1,1,3,,,
My commander trusts me to take care of this on his behalf.,3MH9DQ757WCMHKRBLZJBM5FGHC0GUO,3,,3,2,3,,,,,3,-0.3333333333,3,,,
Im terribly sorry for the inconvinence this brings you. My commander couldnt make it today because he came down with something but im more than pleased to assist you today.,3MHW492WW0DMM9CX1SRBVW1WR5RMVX,3,,2,1,3,,,,,#N/A,-0.1666666667,3,,,
"Sir, my Commander is unable to attend due to unforeseen circumstances, however he knows how important this meeting is and has briefed me on the topic so we can continue with the meeting.",3OLQQLKKNSPFJQKQ35P9F0LTNGSJEJ,3,,2,1,1,,,,,1,0.3333333333,3,,,
"Hello, I'm so sorry the commander was unable to make it today to meet you, but I am thrilled to make your aquaintance.",3P4MQ7TPPXCBU4AU5MA2G4WVCE0BBK,3,,2,3,3,,,,,3,-0.3333333333,3,,,
Hello.   i'm so sorry that my commander couldn't be hear today but be assured that i have been briefed on all important matters concerning our meeting today.,3PQMUDRV7R6V4K26H6U0OE4L2U6IIB,3,,2,2,3,,,,,2,0.1666666667,3,,,
He had an unexpected emergency and sent me in his place.,3Q8GYXHFEP2SFTLRICFKO22LK3E5CK,3,,2,1,1,,,,,1,0.3333333333,3,,,
He couldn't be here due to circumstances beyond his control.,3R3YRB5GRF3L7TE8ZZR1QJ4DJHXUA0,3,,2,2,1,,,,,2,0.3333333333,3,,,
"My commander regrets that he is unable to make it today, but I have been granted authority to discuss today's business in his place.",3RANCT1ZVFHQQ3J05DRXLUOJ1ZEBU8,3,,2,2,2,,,,,2,1,3,,,
My commander had unexpected business thats why he could not make it,3RSDURM96AM5EFFPP5QCPN0H0K2EY9,3,,2,2,1,,,,,2,0.3333333333,3,,,
"sir, i understand your concern of commander not being present today but unexpectedly an emergency presented at last minute.",3TUI152ZZBNXLCURM7E35HELC2I1QB,3,,1,2,1,,,,,1,0.3333333333,3,,,
"Good evening sir, it is a pleasure to meet you. My name is Commander Joe Smuck and I am an advisor to the commander, who sadly could not make this meeting. However, I am here and heard so much about how great your team is and can't wait to get start working. Shall we?",3TXWC2NHNZQRNXCZIOI1FNB5S2TS92,3,,3,e,3,,,,,3,-0.5,3,,,
I can assure you that I will contact my superior if my answers don't please you.,3UNH76FOCS53Q37263EV2V5Q9MXMYA,3,,3,3,3,,,,,3,-0.5,3,,,
"Sadly my commander had something out of his control keep him from meeting you.  I work hand in hand with him, and I have his full support and respect for any dicisons",3WEV0KO0OMS3QNPGU4N31JUVJNZSDA,3,,1,1,1,,,,,1,1,3,,,
"Well, equal rank is very important in the army, you are not the right person to ask commander anything.",3WLEIWSYHOHRX4DKMLRN1MWPDL22HZ,3,,3,3,3,,,,,3,-0.5,3,,,
"Hello, Captain. My own Commander could not make it due to unforeseen business. Not to worry, I will be representing him.",3WQ3B2KGE8GAH6S23PHDASJMQ2HB19,3,,2,1,1,,,,,1,0.3333333333,3,,,
I have been sent to lay the ground work on our joint mission.,3WYP994K17R110MAJN7EDZ84JMHY6B,3,,3,2,3,,,,,3,-0.3333333333,3,,,
He is away on important business and sent his best in line.,3X4JMASXCM9AAH7K76DDWN0CLA6B01,3,,2,1,2,,,,,2,0.3333333333,3,,,
My commander requested I come since he was unable to attend the meeting. He wanted to ensure you had his assistant to meet with,3XIQGXAUMC8V5VA5X1Q40Z1RCR2X7Y,3,,2,2,2,,,,,2,1,3,,,
My commander has put me in charge of this meeting today.,3YDGXNSEOZU877RENVG5HO0OUG984N,3,,3,2,3,,,,,3,-0.3333333333,3,,,
My superior has been detained on important business at the moment.,3Z7EFSHGN9E1HC51OIYFGLT5D2VCX8,3,,2,2,3,,,,,2,0.1666666667,3,,,
Unfortunately my commander's schedule had to be changed at the last minute but i am fully prepared to discuss our issues and I will be getting my commander's input about how our discussions are going.,3ZGVPD4G6TH78O7RBMHQ2G9K9OXZTF,3,,1,1,1,,,,,1,1,3,,,
"I am afraid that i don't have the complete details at the moment as every thing is moving quick, but, let me assure you that, before end of our meeting we will provide you with details regarding the supplies.",30X31N5D63Q5SGM4AUW1BIMPYK6ASU,4,1,1,1,,,,,,1,1,3,,,
Can I talk to you later tonight in private?,32KTQ2V7RDFOP2ZUYRMF3ECZ0D49M0,4,3,3,3,,,,,,3,-0.5,3,,,
Things are moving quickly on this mission.  The final details will be available this afternoon.,32N49TQG3GILK8384P16M56WXO5VAP,4,3,3,3,,,,,,3,-0.5,3,,,
I have various people looking into how much we have as far as various supplies. I am meeting those members of my team later and will confer with you later today to tell you what we will be able to provide.,339ANSOTR52MAFSUH9FC1UJYUYZIKQ,4,2,2,1,,,,,,2,0.3333333333,3,,,
The supplies types are being worked on and I will get back to you by end of day today,33ISQZVXPPMDEEU6XM2S288VCK6CC5,4,2,2,1,,,,,,2,0.3333333333,3,,,
"We are currently finalizing the details on the supplies we are planning to use, please give us time to ensure that the details are correct.",33PPO7FECVFEW9MKPSTPXHO8APWID7,4,2,2,1,,,,,,2,0.3333333333,3,,,
"I am sorry but I am currently busy, if it is alright with you we will discuss this in or later meeting.",34QN5IT0TZRR8J9D4UT35LABD4S08Y,4,1,1,2,,,,,,1,0.3333333333,3,,,
"I currently have obligations that prevent me from meetin with you right away, but we'll be in contact within the day.",351SEKWQS0H0SSCBA7RHPAVPRYGDMI,4,2,2,2,,,,,,2,1,3,,,
I will apologize for not coordinating with him. I will tell him that I am busy with my work and I can not make it.,36PW28KO4ZW4IXHM9ZCWM1IAXT4AE0,4,e,e,e,,,,,,#N/A,-0.5,3,,,
I can't right now. But we can discuss this later,36PW28KO4ZW4IXHM9ZCWM1IAXTVEAV,4,3,3,3,,,,,,3,-0.5,3,,,
We are still finalizing the information ont he types of supplies for the mission. I will be ready to brief you on this later this afternoon at our meeting.,378XPAWRUCDGY2J85I2N7GG2PMZIA5,4,2,2,1,,,,,,2,0.3333333333,3,,,
"captain, after the briefing this afternoon, i will have all of the details necessary for us to coordinate our actions.",3AQF3RZ558IV195FEXFQOE1ODBKF6O,4,2,2,2,,,,,,2,1,3,,,
We haven't finalized those details yet. I can let you know later today.,3AQF3RZ558IV195FEXFQOE1ODBSF6W,4,2,2,2,,,,,,2,1,3,,,
"Captain, I'm in the middle of gather more information on the required supplies need for this mission and will let you know when we have finalized all the details.",3AZHRG4CU4K57M37SDY7E420XIX306,4,2,2,1,,,,,,2,0.3333333333,3,,,
"We cannot discuss this right now, perhaps we could schedule a different time.",3B2X28YI3WF5OSTZ9VTU5OA3YDQ6BV,4,3,3,3,,,,,,3,-0.5,3,,,
I will be finalizing all the details in a meeting this afternoon,3D4CH1LGEATOXS38NOOKQ9S24RW9GW,4,2,2,3,,,,,,2,0.1666666667,3,,,
Hello Captain. I will be having a full disclosure meeting about the supplies later but we need your help. So tell me what you think your team will need and I will take this into consideration when I have the finalized details about what we will all use.,3DEL4X4EL6LEKF66KAG4DCLOGQGYX5,4,1,1,1,,,,,,1,1,3,,,
"With respect Commander, all of the details have yet to be finalized. I'm afraid I have another obligation at this time but will be having a briefing later where I will answer any questions you may have.",3EKVH9QMEY4ALO8I0P8XA1HRLT02DH,4,1,1,1,,,,,,1,1,3,,,
I will be briefing you and consulting with you on the details of the mission later today at our afternoon meeting.,3ERMJ6L4DYSKBJB1JUOVPILT5NOM79,4,2,2,1,,,,,,2,0.3333333333,3,,,
"I'm sorry sir, I can not say at  this time what my supplies will be as we have not yet been briefed. You are more than welcome to attend the briefing, or we can make an appointment for after the brief and I can fill you in on the situation.",3F6HPJW4JD09UU89HKDN2P6CS95W2J,4,1,1,1,,,,,,1,1,3,,,
