,data,labels
493," Captain Wang hope you are doing good I look forward to working with you, sir.",1
494," Captain  hope you are doing good I look forward to working with you, sir.",1
495," Commander hope you are doing good I look forward to working with you, sir.",1
496," How are you fairing this morning, I look forward to working with you, sir.",1
497," Captain Wang How are you fairing this morning, I look forward to working with you, sir.",1
498," Captain  How are you fairing this morning, I look forward to working with you, sir.",1
499," Commander How are you fairing this morning, I look forward to working with you, sir.",1
500," How are you fairing this morning, I look forward to working with you, sir.",1
501," Captain Wang How are you fairing this morning, I look forward to working with you, sir.",1
502," Captain  How are you fairing this morning, I look forward to working with you, sir.",1
503," Commander How are you fairing this morning, I look forward to working with you, sir.",1
504, I am honored to make your acquantaince.,11
505, Captain Wang I am honored to make your acquantaince.,11
506, Captain  I am honored to make your acquantaince.,11
507, Commander I am honored to make your acquantaince.,11
508, How are you doing on this beautiful day? I am honored to make your acquantaince.,1
509, Captain Wang How are you doing on this beautiful day? I am honored to make your acquantaince.,1
510, Captain  How are you doing on this beautiful day? I am honored to make your acquantaince.,1
511, Commander How are you doing on this beautiful day? I am honored to make your acquantaince.,1
512, How are you doing this evening? I am honored to make your acquantaince.,1
513, Captain Wang How are you doing this evening? I am honored to make your acquantaince.,1
514, Captain  How are you doing this evening? I am honored to make your acquantaince.,1
515, Commander How are you doing this evening? I am honored to make your acquantaince.,1
516, How are you today? I am honored to make your acquantaince.,1
517, Captain Wang How are you today? I am honored to make your acquantaince.,1
518, Captain  How are you today? I am honored to make your acquantaince.,1
519, Commander How are you today? I am honored to make your acquantaince.,1
520, How are you doing this fine day? I am honored to make your acquantaince.,1
521, Captain Wang How are you doing this fine day? I am honored to make your acquantaince.,1
522, Captain  How are you doing this fine day? I am honored to make your acquantaince.,1
523, Commander How are you doing this fine day? I am honored to make your acquantaince.,1
524, How are you? I am honored to make your acquantaince.,1
525, Captain Wang How are you? I am honored to make your acquantaince.,1
526, Captain  How are you? I am honored to make your acquantaince.,1
527, Commander How are you? I am honored to make your acquantaince.,1
528, How are you doing today sir? I am honored to make your acquantaince.,1
529, Captain Wang How are you doing today sir? I am honored to make your acquantaince.,1
530, Captain  How are you doing today sir? I am honored to make your acquantaince.,1
531, Commander How are you doing today sir? I am honored to make your acquantaince.,1
532, I trust you are doing well today? I am honored to make your acquantaince.,1
533, Captain Wang I trust you are doing well today? I am honored to make your acquantaince.,1
534, Captain  I trust you are doing well today? I am honored to make your acquantaince.,1
535, Commander I trust you are doing well today? I am honored to make your acquantaince.,1
536, How are you and your soldiers faring today? I am honored to make your acquantaince.,1
